,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Problem,Rationale,options,correct,annotated_formula,linear_formula,category,prompt,text,clean,cluster,gpt_generated,gpt_score,s_gptscore,n_gptscore,generated,score,s_score,n_score,generated_clean,loss,labels
21,21,450,1917,"the time taken by a man to row his boat upstream is twice the time taken by him to row the same distance downstream . if the speed of the boat in still water is 45 kmph , find the speed of the stream ?","""the ratio of the times taken is 2 : 1 . the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 45 / 3 = 15 kmph answer : d""","a ) 12 kmph , b ) 13 kmph , c ) 14 kmph , d ) 15 kmph , e ) 16 kmph",d,"subtract(45, divide(multiply(45, const_2), const_3))","multiply(n0,const_2)|divide(#0,const_3)|subtract(n0,#1)|",physics,Category: physics # the ratio of the times taken is 2 : 1 . the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 45 / 3 = 15 kmph answer : d # ,"Category: physics # the ratio of the times taken is 2 : 1 . the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 45 / 3 = 15 kmph answer : d # the time taken by a man to row his boat upstream is twice the time taken by him to row the same distance downstream . if the speed of the boat in still water is 45 kmph , find the speed of the stream ?",category physics ratio times taken 2 1 ratio speed boat still water speed stream 2 1 2 1 3 1 3 1 speed stream 45 3 15 kmph answer time taken man row boat upstream twice time taken row distance downstream speed boat still water 45 kmph find speed stream,3,['Category: physics # the ratio of the times taken is 2 : 1. the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 45 / 3 = 15 kmph answer : d # ʵ rows downstream 90 km and upstream 140 km taking 3 hours each time. what is the speed of the boat in still water?'],"(0.72, 14.0)",0.72,14.0,"['Category: physics # the ratio of the times taken is 2 : 1. the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 45 / 3 = 15 kmph answer : d # ˆ š 25 - - - 3 us = 15? - - - 1 s =? s = ( 2 ) / 2 = 10 kmph. answer : a # a man rows his boat 85 km downstream and 45 km upstream, taking 3 hours each time. find the speed of the stream?']","(0.6, 20.0)",0.6,20.0,category physic ratio time taken 2 1 ratio speed boat still water speed stream 2 1 2 1 3 1 3 1 speed stream 45 3 15 kmph answer ˆ š 25 3 u 15 1 2 2 10 kmph answer man row boat 85 km downstream 45 km upstream taking 3 hour time find speed stream,0.6666666666666666,0.3287037037037037
22,22,480,2028,"the speed at which a man can row a boat in still water is 21 kmph . if he rows downstream , where the speed of current is 5 kmph , what time will he take to cover 90 metres ?",speed of the boat downstream = 21 + 5 = 26 kmph = 26 * 5 / 18 = 7.22 m / s hence time taken to cover 90 m = 90 / 7.22 = 12.46 seconds . answer : d,"a ) 23.46 , b ) 27.46 , c ) 28.46 , d ) 12.46 , e ) 25.46",d,"divide(90, multiply(add(21, 5), const_0_2778))","add(n0,n1)|multiply(#0,const_0_2778)|divide(n2,#1)|",physics,Category: physics # speed of the boat downstream = 21 + 5 = 26 kmph = 26 * 5 / 18 = 7.22 m / s hence time taken to cover 90 m = 90 / 7.22 = 12.46 seconds . answer : d # ,"Category: physics # speed of the boat downstream = 21 + 5 = 26 kmph = 26 * 5 / 18 = 7.22 m / s hence time taken to cover 90 m = 90 / 7.22 = 12.46 seconds . answer : d # the speed at which a man can row a boat in still water is 21 kmph . if he rows downstream , where the speed of current is 5 kmph , what time will he take to cover 90 metres ?",category physics speed boat downstream 21 5 26 kmph 26 5 18 722 hence time taken cover 90 90 722 1246 seconds answer speed man row boat still water 21 kmph rows downstream speed current 5 kmph time take cover 90 metres,3,['Category: physics # speed of the boat downstream = 21 + 5 = 26 kmph = 26 * 5 / 18 = 7.22 m / s hence time taken to cover 90 m = 90 / 7.22 = 12.46 seconds. answer : d # ʃ goes 10 km along the stream and 5 km along the stream. the sped of the boat in still water in 24 minutes is?'],"(0.69, 2.0)",0.69,2.0,['Category: physics # speed of the boat downstream = 21 + 5 = 26 kmph = 26 * 5 / 18 = 7.22 m / s hence time taken to cover 90 m = 90 / 7.22 = 12.46 seconds. answer : d # ˆ š 25 - - - 5 ds = 5? - - - 1 50 - - - - 5 us = 10? - - - - 1 s =? s = ( 12.4 - 10 ) / 2 = 4.95 answer : b # a man swims downstream 45 km and upstream 50 km taking 5 hours each time ; what is the speed of the current?'],"(0.51, 10.0)",0.51,10.0,category physic speed boat downstream 21 5 26 kmph 26 5 18 722 hence time taken cover 90 90 722 1246 second answer ˆ š 25 5 d 5 1 50 5 u 10 1 124 10 2 495 answer b man swim downstream 45 km upstream 50 km taking 5 hour time speed current,0.6666666666666666,0.44660493827160497
23,23,484,2039,the speed of a boat in still water in 37 km / hr and the rate of current is 13 km / hr . the distance travelled downstream in 10 minutes is :,"""explanation : speed downstream = ( 37 + 13 ) = 50 kmph time = 24 minutes = 10 / 60 hour = 1 / 6 hour distance travelled = time × speed = ( 1 / 6 ) × 50 = 8.33 km answer : option e""","a ) 10.44 km , b ) 10.6 km , c ) 11.4 km , d ) 11.22 km , e ) 8.33 km",e,"multiply(add(37, 13), divide(10, const_60))","add(n0,n1)|divide(n2,const_60)|multiply(#0,#1)|",physics,Category: physics # explanation : speed downstream = ( 37 + 13 ) = 50 kmph time = 24 minutes = 10 / 60 hour = 1 / 6 hour distance travelled = time × speed = ( 1 / 6 ) × 50 = 8.33 km answer : option e # ,Category: physics # explanation : speed downstream = ( 37 + 13 ) = 50 kmph time = 24 minutes = 10 / 60 hour = 1 / 6 hour distance travelled = time × speed = ( 1 / 6 ) × 50 = 8.33 km answer : option e # the speed of a boat in still water in 37 km / hr and the rate of current is 13 km / hr . the distance travelled downstream in 10 minutes is :,category physics explanation speed downstream 37 13 50 kmph time 24 minutes 10 60 hour 1 6 hour distance travelled time speed 1 6 50 833 km answer option e speed boat still water 37 km hr rate current 13 km hr distance travelled downstream 10 minutes,3,"['Category: physics # explanation : speed downstream = ( 37 + 13 ) = 50 kmph time = 24 minutes = 10 / 60 hour = 1 / 6 hour distance travelled = time × speed = ( 1 / 6 ) × 50 = 8.33 km answer : option e # ƫ can travel downstream at 6 kmph and upstream at 43 kmph. if the speed of the boat in still water is 37 kmph, then find the distance travelled by him?']","(0.7, 3.0)",0.7,3.0,['Category: physics # explanation : speed downstream = ( 37 + 13 ) = 50 kmph time = 24 minutes = 10 / 60 hour = 1 / 6 hour distance travelled = time × speed = ( 1 / 6 ) × 50 = 8.33 km answer : option e # ˆ š 25 - - - 5 i ) and 45 - - - - 5 us = 7? - - - - 1 s =? s = ( 10.8 + 7.8 ) / 2 = 1.35 answer : c # a man swims downstream 36 km and upstream 45 km taking 5 hours each time ; what is the speed of the current?'],"(0.62, 9.0)",0.62,9.0,category physic explanation speed downstream 37 13 50 kmph time 24 minute 10 60 hour 1 6 hour distance travelled time speed 1 6 50 833 km answer option e ˆ š 25 5 45 5 u 7 1 108 78 2 135 answer c man swim downstream 36 km upstream 45 km taking 5 hour time speed current,0.7142857142857143,0.41944444444444445
24,24,486,2045,the speed of a boat in still water is 15 km / hr and the rate of the current is 3 km / hr . the distance travelled downstream in 12 minutes is,"""speed downstream = ( 15 + 3 ) km / hr = 18 km / hr . distance travelled = ( 18 x 12 / 60 ) hours = 3.6 km . answer d""","a ) 1.2 km , b ) 1.8 km , c ) 2.4 km , d ) 3.6 km , e ) none",d,"multiply(divide(12, const_60), add(15, 3))","add(n0,n1)|divide(n2,const_60)|multiply(#0,#1)|",physics,Category: physics # speed downstream = ( 15 + 3 ) km / hr = 18 km / hr . distance travelled = ( 18 x 12 / 60 ) hours = 3.6 km . answer d # ,Category: physics # speed downstream = ( 15 + 3 ) km / hr = 18 km / hr . distance travelled = ( 18 x 12 / 60 ) hours = 3.6 km . answer d # the speed of a boat in still water is 15 km / hr and the rate of the current is 3 km / hr . the distance travelled downstream in 12 minutes is,category physics speed downstream 15 3 km hr 18 km hr distance travelled 18 x 12 60 hours 36 km answer speed boat still water 15 km hr rate current 3 km hr distance travelled downstream 12 minutes,3,['Category: physics # speed downstream = ( 15 + 3 ) km / hr = 18 km / hr. distance travelled = ( 18 x 12 / 60 ) hours = 3.6 km. answer d # т can travel in still water at 15 kmph and in still water at 3 kmph. the distance travelled downstream in 12 minutes is'],"(0.63, 0.0)",0.63,0.0,['Category: physics # speed downstream = ( 15 + 3 ) km / hr = 18 km / hr. distance travelled = ( 18 x 12 / 60 ) hours = 3.6 km. answer d # ˆ š 9 m deep and 36 m wide is floating on a lake. the boat sinks by 1 cm when a man gets on it. the mass of the man is :'],"(0.6, 3.0)",0.6,3.0,category physic speed downstream 15 3 km hr 18 km hr distance travelled 18 x 12 60 hour 36 km answer ˆ š 9 deep 36 wide floating lake boat sink 1 cm man get mass man,0.4761904761904761,0.11419753086419754
25,25,541,2256,"in one hour , a boat goes 11 km / hr along the stream and 5 km / hr against the stream . the speed of the boat in still water ( in km / hr ) is :","""speed in still water = ( 11 + 5 ) / 2 = 8 kmph ans - c""","a ) 2 kmph , b ) 3 kmph , c ) 8 kmph , d ) 9 kmph , e ) 7 kmph",c,"stream_speed(11, 5)","stream_speed(n0,n1)|",physics,Category: physics # speed in still water = ( 11 + 5 ) / 2 = 8 kmph ans - c # ,"Category: physics # speed in still water = ( 11 + 5 ) / 2 = 8 kmph ans - c # in one hour , a boat goes 11 km / hr along the stream and 5 km / hr against the stream . the speed of the boat in still water ( in km / hr ) is :",category physics speed still water 11 5 2 8 kmph ans c one hour boat goes 11 km hr along stream 5 km hr stream speed boat still water km hr,3,"['Category: physics # speed in still water = ( 11 + 5 ) / 2 = 8 kmph ans - c # т can row downstream at 11 kmph and upstream at 5 kmph, and then find the speed of the boat in still water?']","(0.71, 0.0)",0.71,0.0,['Category: physics # speed in still water = ( 11 + 5 ) / 2 = 8 kmph ans - c # ˆ š 90000 - - - ( 16 ) kg = 3 kmp answer : c # a boat moves down stream at the rate of 1 km in 40 minutes and upstream at the rate of 1 km in 16 minutes. the speed of the current is?'],"(0.41, 7.0)",0.41,7.0,category physic speed still water 11 5 2 8 kmph an c ˆ š 90000 16 kg 3 kmp answer c boat move stream rate 1 km 40 minute upstream rate 1 km 16 minute speed current,0.2857142857142857,0.2367283950617284
26,26,564,2389,"calculate the speed of a boat in still water ( in km / hr ) if in one hour , the boat goes 13 km / hr downstream and 10 km / hr upstream .","""speed in still water = ( 13 + 5 ) 1 / 2 kmph = 9 kmph . answer : b""","a ) 3 kmph , b ) 9 kmph , c ) 4 kmph , d ) 8 kmph , e ) 6 kmph",b,"divide(add(13, 10), const_2)","add(n0,n1)|divide(#0,const_2)|",physics,Category: physics # speed in still water = ( 13 + 5 ) 1 / 2 kmph = 9 kmph . answer : b # ,"Category: physics # speed in still water = ( 13 + 5 ) 1 / 2 kmph = 9 kmph . answer : b # calculate the speed of a boat in still water ( in km / hr ) if in one hour , the boat goes 13 km / hr downstream and 10 km / hr upstream .",category physics speed still water 13 5 1 2 kmph 9 kmph answer b calculate speed boat still water km hr one hour boat goes 13 km hr downstream 10 km hr upstream,3,"['Category: physics # speed in still water = ( 13 + 5 ) 1 / 2 kmph = 9 kmph. answer : b # ian can row with a speed of 13 kmph in still water. when it takes 2 hours, she goes 15 km along the same route which is going ). when i have to take the same route, it takes her 1 hour to go to the starting point. when i have to take the same route, it takes her 8 hours. when i have to take the same route, it takes her 1 hour to travel from the starting point. on sam. as per question, it takes 2 hours to travel from the starting point, and sam take 2 hours to travel from the starting point. sam take ( 8 times ) hours to travel from the starting point to the end of the journey. sam take ( 8 * 1 * 4 + 2 ) hours to travel the first half of the journey. sam take ( 8 * 1 + 2 ) hours to travel the second half of the journey. sam take ( 8 * 1 / 3 + 2 ) hours to travel the second half of the journey. sam take ( 8 * 1 / 3 + 2 ) hours to travel the third half of the journey. sam take ( 8 * 1 / 3 + 2 ) hours to travel the first half of the journey. sam take ( 8 * 1 / 3 + 1 / 8 + 1 / 12 ) hours to travel the third quarter miles. sam take ( 8 * 1 / 1 / 12 ) hours to travel the third half of the trip. sam take ( 8 * 1 / 12 ) hours to travel the third quarter mile. sam take ( 8 * 8 + 2 ) hours to travel the fourth half of the trip. sam take ( 8 * 1 / 12 ) hours to travel the third quarter mile. sam take ( 8 * 7 + 1 / 12 ) hours to travel the second half. sam take ( 8 + 1 / 12 ) hours to travel the second half. sam take ( 8 * 1 / 12 ) hours to travel the third half of the trip. sam take ( 8 * 1 / 12 ) hours to travel the third half of the trip. sam take ( 8 * 1 / 12 ) hours to travel the fourth half of the trip. sam take ( 8 / 12 ) hours to travel the fourth half. sam take ( 8 + 1 / 12 ) hours. sam take ( 8 * 1 / 12 ) hours to travel']","(0.43, 71.0)",0.43,71.0,['Category: physics # speed in still water = ( 13 + 5 ) 1 / 2 kmph = 9 kmph. answer : b # ˆ š 9 m deep and 45 m wide is flowing at the rate of 4 kmph the amount of water that runs into the sea per minute is?'],"(0.45, 3.0)",0.45,3.0,category physic speed still water 13 5 1 2 kmph 9 kmph answer b ˆ š 9 deep 45 wide flowing rate 4 kmph amount water run sea per minute,0.3333333333333333,0.11111111111111112
27,27,578,2456,a man swims downstream 100 km and upstream 30 km taking 10 hours each time ; what is the speed of the current ?,"""100 - - - 10 ds = 10 ? - - - - 1 30 - - - - 10 us = 3 ? - - - - 1 s = ? s = ( 10 - 3 ) / 2 = 3.5 answer : b""","a ) 2.5 , b ) 3.5 , c ) 4.5 , d ) 5.3 , e ) 3.4",b,"divide(add(divide(30, 10), divide(100, 10)), const_2)","divide(n1,n2)|divide(n0,n2)|add(#0,#1)|divide(#2,const_2)|",physics,Category: physics # 100 - - - 10 ds = 10 ? - - - - 1 30 - - - - 10 us = 3 ? - - - - 1 s = ? s = ( 10 - 3 ) / 2 = 3.5 answer : b # ,Category: physics # 100 - - - 10 ds = 10 ? - - - - 1 30 - - - - 10 us = 3 ? - - - - 1 s = ? s = ( 10 - 3 ) / 2 = 3.5 answer : b # a man swims downstream 100 km and upstream 30 km taking 10 hours each time ; what is the speed of the current ?,category physics 100 10 ds 10 1 30 10 us 3 1 10 3 2 35 answer b man swims downstream 100 km upstream 30 km taking 10 hours time speed current,3,['Category: physics # 100 - - - 10 ds = 10? - - - - 1 30 - - - - 10 us = 3? - - - - 1 s =? s = ( 10 - 3 ) / 2 = 3.5 answer : b # т makes 100 meters in 10 seconds and 30 seconds in each second. т makes 100 meters in 5 seconds. how many seconds will it take to make 30 meters?'],"(0.56, 13.0)",0.56,13.0,['Category: physics # 100 - - - 10 ds = 10? - - - - 1 30 - - - - 10 us = 3? - - - - 1 s =? s = ( 10 - 3 ) / 2 = 3.5 answer : b # ˆ š 2 hours each time ; what is the speed of the current?'],"(0.73, 12.0)",0.73,12.0,category physic 100 10 d 10 1 30 10 u 3 1 10 3 2 35 answer b ˆ š 2 hour time speed current,0.7142857142857143,0.11697530864197532
28,28,581,2464,what is the speed of the stream if a canoe rows upstream at 6 km / hr and downstream at 12 km / hr,"""sol . speed of stream = 1 / 2 ( 12 - 6 ) kmph = 3 kmph . answer c""","a ) 1 kmph , b ) 4 kmph , c ) 3 kmph , d ) 2 kmph , e ) 1.9 kmph",c,"divide(subtract(12, 6), const_2)","subtract(n1,n0)|divide(#0,const_2)|",physics,Category: physics # sol . speed of stream = 1 / 2 ( 12 - 6 ) kmph = 3 kmph . answer c # ,Category: physics # sol . speed of stream = 1 / 2 ( 12 - 6 ) kmph = 3 kmph . answer c # what is the speed of the stream if a canoe rows upstream at 6 km / hr and downstream at 12 km / hr,category physics sol speed stream 1 2 12 6 kmph 3 kmph answer c speed stream canoe rows upstream 6 km hr downstream 12 km hr,3,"['Category: physics # sol. speed of stream = 1 / 2 ( 12 - 6 ) kmph = 3 kmph. answer c # т can travel downstream at 12 kmph and upstream at 6 kmph, but the boat goes 15 km in 6 hr. the sped of the stream is?']","(0.65, 4.0)",0.65,4.0,['Category: physics # sol. speed of stream = 1 / 2 ( 12 - 6 ) kmph = 3 kmph. answer c # ˆ š 25 - - 9 us = 1.5? - - 1 s =? s = ( 12.5 - 1.5 ) / 2 = 10.5 answer : e # what is the speed of the stream if a canoe rows upstream at 6 km / hr and downstream at 12 km / hr'],"(0.75, 6.0)",0.75,6.0,category physic sol speed stream 1 2 12 6 kmph 3 kmph answer c ˆ š 25 9 u 15 1 125 15 2 105 answer e speed stream canoe row upstream 6 km hr downstream 12 km hr,0.3333333333333333,0.33487654320987653
29,29,583,2467,speed of a boat in standing water is 10 kmph and speed of the stream is 1.5 kmph . a man can rows to a place at a distance of 105 km and comes back to the starting point . the total time taken by him is ?,"""speed upstream = 8.5 kmph speed downstream = 11.5 kmph total time taken = 105 / 8.5 + 105 / 11.5 = 21.48 hours answer is b""","a ) 20.48 hours , b ) 21.48 hours , c ) 22.48 hours , d ) 23.48 hours , e ) 24.48 hours",b,"add(multiply(add(add(10, 1.5), subtract(10, 1.5)), 105), multiply(subtract(add(divide(105, add(10, 1.5)), divide(105, subtract(10, 1.5))), add(add(10, 1.5), subtract(10, 1.5))), const_60))","add(n0,n1)|subtract(n0,n1)|add(#0,#1)|divide(n2,#0)|divide(n2,#1)|add(#3,#4)|multiply(n2,#2)|subtract(#5,#2)|multiply(#7,const_60)|add(#6,#8)|",physics,Category: physics # speed upstream = 8.5 kmph speed downstream = 11.5 kmph total time taken = 105 / 8.5 + 105 / 11.5 = 21.48 hours answer is b # ,Category: physics # speed upstream = 8.5 kmph speed downstream = 11.5 kmph total time taken = 105 / 8.5 + 105 / 11.5 = 21.48 hours answer is b # speed of a boat in standing water is 10 kmph and speed of the stream is 1.5 kmph . a man can rows to a place at a distance of 105 km and comes back to the starting point . the total time taken by him is ?,category physics speed upstream 85 kmph speed downstream 115 kmph total time taken 105 85 105 115 2148 hours answer b speed boat standing water 10 kmph speed stream 15 kmph man rows place distance 105 km comes back starting point total time taken,3,['Category: physics # speed upstream = 8.5 kmph speed downstream = 11.5 kmph total time taken = 105 / 8.5 + 105 / 11.5 = 21.48 hours answer is b # ʵ œ speed of a boat in still water is 8.5 kmph. the speed of the stream in still water ( in kmph ) is :'],"(0.76, 2.0)",0.76,2.0,"['Category: physics # speed upstream = 8.5 kmph speed downstream = 11.5 kmph total time taken = 105 / 8.5 + 105 / 11.5 = 21.48 hours answer is b # ˆ š ’ 8.5 hours answer is a river boat can travel with a speed of 16 km / hr in still water. if the speed of the stream is 4 kmph and the speed of the boat in still water is 8.5 kmph, find the speed of the stream?']","(0.47, 2.0)",0.47,2.0,category physic speed upstream 85 kmph speed downstream 115 kmph total time taken 105 85 105 115 2148 hour answer b ˆ š 85 hour answer river boat travel speed 16 km hr still water speed stream 4 kmph speed boat still water 85 kmph find speed stream,0.4761904761904761,0.1388888888888889
30,30,595,2525,"a swimmer can swim in still water at 4 km / h . if the speed of the water current is 2 km / h , how many hours will the swimmer take to swim against the current for 8 km ?","""the swimmer can swim against the current at a speed of 4 - 2 = 2 km / h . the time it will take is 8 / 2 = 4 hours . the answer is d .""","a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",d,"divide(8, subtract(4, 2))","subtract(n0,n1)|divide(n2,#0)|",physics,Category: physics # the swimmer can swim against the current at a speed of 4 - 2 = 2 km / h . the time it will take is 8 / 2 = 4 hours . the answer is d . # ,"Category: physics # the swimmer can swim against the current at a speed of 4 - 2 = 2 km / h . the time it will take is 8 / 2 = 4 hours . the answer is d . # a swimmer can swim in still water at 4 km / h . if the speed of the water current is 2 km / h , how many hours will the swimmer take to swim against the current for 8 km ?",category physics swimmer swim current speed 4 2 2 km h time take 8 2 4 hours answer swimmer swim still water 4 km h speed water current 2 km h many hours swimmer take swim current 8 km,3,"['Category: physics # the swimmer can swim against the current at a speed of 4 - 2 = 2 km / h. the time it will take is 8 / 2 = 4 hours. the answer is d. # т can swim against the current at 4 km / h and downstream at 3 km / h, but swims back can swim in still water, but swims downstream at 4 km / h. how long will it take to swim against the current?']","(0.49, 2.0)",0.49,2.0,"['Category: physics # the swimmer can swim against the current at a speed of 4 - 2 = 2 km / h. the time it will take is 8 / 2 = 4 hours. the answer is d. # ˆ š 22. # a swimmer can swim in still water at 4 km / h. if the speed of the water current is 2 km / h, how many hours will the swimmer take to swim against the current for 8 km?']","(0.97, 0.0)",0.97,0.0,category physic swimmer swim current speed 4 2 2 km h time take 8 2 4 hour answer ˆ š 22 swimmer swim still water 4 km h speed water current 2 km h many hour swimmer take swim current 8 km,0.4285714285714285,0.1475308641975309
31,31,605,2587,the current in a river is 5 mph . a boat can travel 20 mph in still water . how far up the river can the boat travel if the round trip is to take 10 hours ?,"""upstream speed = 20 - 5 = 15 mph downstream speed = 20 + 5 = 25 mph d / 15 + d / 25 = 10 hours solving for d we get d = 93,75 answer : c""","a ) 69 miles , b ) 88 miles , c ) 93,75 miles , d ) 100 miles , e ) 112 miles",c,"divide(multiply(multiply(subtract(20, 5), add(20, 5)), 10), add(add(20, 5), subtract(20, 5)))","add(n0,n1)|subtract(n1,n0)|add(#0,#1)|multiply(#0,#1)|multiply(n2,#3)|divide(#4,#2)|",physics,"Category: physics # upstream speed = 20 - 5 = 15 mph downstream speed = 20 + 5 = 25 mph d / 15 + d / 25 = 10 hours solving for d we get d = 93,75 answer : c # ","Category: physics # upstream speed = 20 - 5 = 15 mph downstream speed = 20 + 5 = 25 mph d / 15 + d / 25 = 10 hours solving for d we get d = 93,75 answer : c # the current in a river is 5 mph . a boat can travel 20 mph in still water . how far up the river can the boat travel if the round trip is to take 10 hours ?",category physics upstream speed 20 5 15 mph downstream speed 20 5 25 mph 15 25 10 hours solving get 9375 answer c current river 5 mph boat travel 20 mph still water far river boat travel round trip take 10 hours,3,"['Category: physics # upstream speed = 20 - 5 = 15 mph downstream speed = 20 + 5 = 25 mph d / 15 + d / 25 = 10 hours solving for d we get d = 93,75 answer : c # т can travel downstream at 20 mph and upstream at 5 mph. the time it took the boat to go 15 mph was 10 hours. the distance traveled by him in still water for the first hour of the journey was 20 minutes. what was the distance traveled by the boat in still water ( in miles )?']","(0.55, 5.0)",0.55,5.0,"['Category: physics # upstream speed = 20 - 5 = 15 mph downstream speed = 20 + 5 = 25 mph d / 15 + d / 25 = 10 hours solving for d we get d = 93,75 answer : c # ˆ š 9 a river towards upstream in 5 hours. is?']","(0.82, 3.0)",0.82,3.0,category physic upstream speed 20 5 15 mph downstream speed 20 5 25 mph 15 25 10 hour solving get 9375 answer c ˆ š 9 river towards upstream 5 hour,0.6190476190476191,0.11635802469135803
32,32,649,2784,a boat having a length 5 m and breadth 2 m is floating on a lake . the boat sinks by 1 cm when a man gets on it . the mass of the man is :,"""explanation : volume of water displaced = ( 5 x 2 x 0.01 ) m 3 = 0.10 m 3 . ∴ mass of man = volume of water displaced x density of water = ( 0.10 x 1000 ) kg = 100 kg . answer : a""","a ) 100 kg , b ) 60 kg , c ) 72 kg , d ) 96 kg , e ) none of these",a,"multiply(multiply(multiply(5, 2), divide(1, const_100)), const_1000)","divide(n2,const_100)|multiply(n0,n1)|multiply(#0,#1)|multiply(#2,const_1000)|",physics,Category: physics # explanation : volume of water displaced = ( 5 x 2 x 0.01 ) m 3 = 0.10 m 3 . ∴ mass of man = volume of water displaced x density of water = ( 0.10 x 1000 ) kg = 100 kg . answer : a # ,Category: physics # explanation : volume of water displaced = ( 5 x 2 x 0.01 ) m 3 = 0.10 m 3 . ∴ mass of man = volume of water displaced x density of water = ( 0.10 x 1000 ) kg = 100 kg . answer : a # a boat having a length 5 m and breadth 2 m is floating on a lake . the boat sinks by 1 cm when a man gets on it . the mass of the man is :,category physics explanation volume water displaced 5 x 2 x 001 3 010 3 mass man volume water displaced x density water 010 x 1000 kg 100 kg answer boat length 5 breadth 2 floating lake boat sinks 1 cm man gets mass man,3,"['Category: physics # explanation : volume of water displaced = ( 5 x 2 x 0.01 ) m 3 = 0.10 m 3. ∴ mass of man = volume of water displaced x density of water = ( 0.10 x 1000 ) kg = 100 kg. answer : a # ʜ quarts of water is 0.01 gm in the water. if the weight of quarts of quarts of water is 10 % greater than the weight of gm, then the value of gm water becomes how much water?']","(0.6, 6.0)",0.6,6.0,['Category: physics # explanation : volume of water displaced = ( 5 x 2 x 0.01 ) m 3 = 0.10 m 3. ∴ mass of man = volume of water displaced x density of water = ( 0.10 x 1000 ) kg = 100 kg. answer : a # ˆ š 25 m deep and 45 m wide is flowing at the rate of 1 cmph the amount of water that runs into the sea per minute is?'],"(0.66, 6.0)",0.66,6.0,category physic explanation volume water displaced 5 x 2 x 001 3 010 3 mass man volume water displaced x density water 010 x 1000 kg 100 kg answer ˆ š 25 deep 45 wide flowing rate 1 cmph amount water run sea per minute,0.5714285714285714,0.08271604938271605
33,33,655,2805,"a man swims downstream 28 km and upstream 16 km taking 4 hours each time , what is the speed of the man in still water ?","""28 - - - 4 ds = 7 ? - - - - 1 16 - - - - 4 us = 4 ? - - - - 1 m = ? m = ( 7 + 4 ) / 2 = 5.5 answer : e""","a ) 6.5 , b ) 8.6 , c ) 7.5 , d ) 9.2 , e ) 5.5",e,"divide(add(divide(16, 4), divide(28, 4)), const_2)","divide(n1,n2)|divide(n0,n2)|add(#0,#1)|divide(#2,const_2)|",physics,Category: physics # 28 - - - 4 ds = 7 ? - - - - 1 16 - - - - 4 us = 4 ? - - - - 1 m = ? m = ( 7 + 4 ) / 2 = 5.5 answer : e # ,"Category: physics # 28 - - - 4 ds = 7 ? - - - - 1 16 - - - - 4 us = 4 ? - - - - 1 m = ? m = ( 7 + 4 ) / 2 = 5.5 answer : e # a man swims downstream 28 km and upstream 16 km taking 4 hours each time , what is the speed of the man in still water ?",category physics 28 4 ds 7 1 16 4 us 4 1 7 4 2 55 answer e man swims downstream 28 km upstream 16 km taking 4 hours time speed man still water,3,['Category: physics # 28 - - - 4 ds = 7? - - - - 1 16 - - - - 4 us = 4? - - - - 1 m =? m = ( 7 + 4 ) / 2 = 5.5 answer : e # ƫk « spends 4 hours per week on a job. she spends 7 hours per week on the job. she spends 1 hour per week on her new job and spends 4 hours per week on hers. how many hours per week does she spend on her new job?'],"(0.54, 11.0)",0.54,11.0,"['Category: physics # 28 - - - 4 ds = 7? - - - - 1 16 - - - - 4 us = 4? - - - - 1 m =? m = ( 7 + 4 ) / 2 = 5.5 answer : e # ˆ š 9 x = 1 and b = 4 kmph. answer : a # a man swims downstream 28 km and upstream 16 km taking 4 hours each time, what is the speed of the man in still water?']","(0.83, 13.0)",0.83,13.0,category physic 28 4 d 7 1 16 4 u 4 1 7 4 2 55 answer e ˆ š 9 x 1 b 4 kmph answer man swim downstream 28 km upstream 16 km taking 4 hour time speed man still water,0.7142857142857143,0.1820987654320988
