,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Problem,Rationale,options,correct,annotated_formula,linear_formula,category,prompt,text,clean,cluster,gpt_generated,gpt_score,s_gptscore,n_gptscore,generated,score,s_score,n_score,generated_clean,loss,labels
72,72,427,1840,"in order to fence a square manish fixed 48 poles . if the distance between two poles , is 2 metres then what will be the area of the square so formed ?",let the side of the square be x m . ∴ perimeter of the square = 48 × 2 = 4 x ∴ x = 24 m ∴ area = ( 24 ) 2 = 576 m 2 answer d,"['a ) 133 cm 2', 'b ) 276 cm 2', 'c ) 2500 cm 2', 'd ) 576 cm 2', 'e ) none of these']",d,"square_area(divide(48, 2))","divide(n0,n1)|square_area(#0)",physics,Category: physics # let the side of the square be x m . ∴ perimeter of the square = 48 × 2 = 4 x ∴ x = 24 m ∴ area = ( 24 ) 2 = 576 m 2 answer d # ,"Category: physics # let the side of the square be x m . ∴ perimeter of the square = 48 × 2 = 4 x ∴ x = 24 m ∴ area = ( 24 ) 2 = 576 m 2 answer d # in order to fence a square manish fixed 48 poles . if the distance between two poles , is 2 metres then what will be the area of the square so formed ?",category physics let side square x perimeter square 48 2 4 x x 24 area 24 2 576 2 answer order fence square manish fixed 48 poles distance two poles 2 metres area square formed,4,"['Category: physics # let the side of the square be x m. ∴ perimeter of the square = 48 × 2 = 4 x ∴ x = 24 m ∴ area = ( 24 ) 2 = 576 m 2 answer d # ƫ ng a fence around a square field is shaped like a square and then shaped like a fence around the field. what will be its area, diameter, in cubic centimeters?']","(0.56, 2.0)",0.56,2.0,['Category: physics # let the side of the square be x m. ∴ perimeter of the square = 48 × 2 = 4 x ∴ x = 24 m ∴ area = ( 24 ) 2 = 576 m 2 answer d # ____________________________________________________________ total length = 48 ×28 / 7 r = 198 cm answer : e # a square has been allotted a square piece of side 4 meter length by 8 m. find the cost price per square metre?'],"(0.58, 4.0)",0.58,4.0,category physic let side square x perimeter square 48 2 4 x x 24 area 24 2 576 2 answer ____________________________________________________________ total length 48 28 7 r 198 cm answer e square allotted square piece side 4 meter length 8 find cost price per square metre,0.12497117823380217,0.12497117823380217
73,73,428,1843,"which greatest possible length can be used to measure exactly 12 meter 65 cm , 15 meter 25 cm and 10 meter 65 cm","""explanation : convert first all terms into cm . i . e . 1265 cm , 1525 cm , 1065 cm . now whenever we need to calculate this type of question , we need to find the hcf . hcf of above terms is 5 . option b""","a ) 45 cm , b ) 5 cm , c ) 4 cm , d ) 15 cm , e ) 50 cm",b,"floor(divide(add(multiply(12, const_100), 65), add(multiply(15, const_100), 25)))","multiply(n0,const_100)|multiply(n2,const_100)|add(n1,#0)|add(n3,#1)|divide(#2,#3)|floor(#4)|",physics,"Category: physics # explanation : convert first all terms into cm . i . e . 1265 cm , 1525 cm , 1065 cm . now whenever we need to calculate this type of question , we need to find the hcf . hcf of above terms is 5 . option b # ","Category: physics # explanation : convert first all terms into cm . i . e . 1265 cm , 1525 cm , 1065 cm . now whenever we need to calculate this type of question , we need to find the hcf . hcf of above terms is 5 . option b # which greatest possible length can be used to measure exactly 12 meter 65 cm , 15 meter 25 cm and 10 meter 65 cm",category physics explanation convert first terms cm e 1265 cm 1525 cm 1065 cm whenever need calculate type question need find hcf hcf terms 5 option b greatest possible length used measure exactly 12 meter 65 cm 15 meter 25 cm 10 meter 65 cm,4,"['Category: physics # explanation : convert first all terms into cm. i. e. 1265 cm, 1525 cm, 1065 cm. now whenever we need to calculate this type of question, we need to find the hcf. hcf of above terms is 5. option b # ƫ ng a set of 1265 cm 2 and 3030 cm 2. if the area of the rectangle would be 6300 sq cm 2, what would be the volume of the rectangle?']","(0.61, 7.0)",0.61,7.0,"['Category: physics # explanation : convert first all terms into cm. i. e. 1265 cm, 1525 cm, 1065 cm. now whenever we need to calculate this type of question, we need to find the hcf. hcf of above terms is 5. option b # ____________________________________________________________ 99 + 123 + 213 = a 3 = > a = 22.7 answer : b # the sum of three consecutive integers is 9999. what are the greatest of 3 consecutive integers whose sum is 24?']","(0.6, 7.0)",0.6,7.0,category physic explanation convert first term cm e 1265 cm 1525 cm 1065 cm whenever need calculate type question need find hcf hcf term 5 option b ____________________________________________________________ 99 123 213 3 227 answer b sum three consecutive integer 9999 greatest 3 consecutive integer whose sum 24,0.1966797325340097,0.1966797325340097
74,74,430,1849,"find the l . c . m of 6 , 15 , 24 and 20 .","""explanation : 2 x 3 x 5 x 2 x 2 = 120 answer : option c""","a ) 140 , b ) 160 , c ) 120 , d ) 150 , e ) 250",c,"multiply(multiply(power(const_3, const_3), multiply(power(const_2, const_3), power(add(const_4, const_1), const_2))), divide(divide(divide(divide(divide(24, const_2), const_2), const_3), add(const_4, const_1)), add(const_4, const_1)))","add(const_1,const_4)|divide(n2,const_2)|power(const_2,const_3)|power(const_3,const_3)|divide(#1,const_2)|power(#0,const_2)|divide(#4,const_3)|multiply(#2,#5)|divide(#6,#0)|multiply(#7,#3)|divide(#8,#0)|multiply(#10,#9)|",physics,Category: physics # explanation : 2 x 3 x 5 x 2 x 2 = 120 answer : option c # ,"Category: physics # explanation : 2 x 3 x 5 x 2 x 2 = 120 answer : option c # find the l . c . m of 6 , 15 , 24 and 20 .",category physics explanation 2 x 3 x 5 x 2 x 2 120 answer option c find l c 6 15 24 20,4,['Category: physics # explanation : 2 x 3 x 5 x 2 x 2 = 120 answer : option c # ƫ œ completed a work in 6 days. had the help of her son he finished it in 3 days. what will be the work done in 5 days?'],"(0.73, 3.0)",0.73,3.0,"['Category: physics # explanation : 2 x 3 x 5 x 2 x 2 = 120 answer : option c # ________________________________ find the l. c. m of 60,960 and 36.']","(0.76, 4.0)",0.76,4.0,category physic explanation 2 x 3 x 5 x 2 x 2 120 answer option c ________________________________ find l c 60960 36,0.11090615632925988,0.11090615632925988
75,75,436,1872,the sector of a circle has radius of 14 cm and central angle 108 o . find its perimeter ?,"""perimeter of the sector = length of the arc + 2 ( radius ) = ( 108 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 26.4 + 28 = 54.4 cm answer : b""","a ) 52 cm , b ) 54.4 cm , c ) 60 cm , d ) 65 cm , e ) 70 cm",b,"multiply(multiply(const_2, divide(multiply(subtract(14, const_3), const_2), add(const_4, const_3))), 14)","add(const_3,const_4)|subtract(n0,const_3)|multiply(#1,const_2)|divide(#2,#0)|multiply(#3,const_2)|multiply(n0,#4)|",physics,Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 108 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 26.4 + 28 = 54.4 cm answer : b # ,Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 108 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 26.4 + 28 = 54.4 cm answer : b # the sector of a circle has radius of 14 cm and central angle 108 o . find its perimeter ?,category physics perimeter sector length arc 2 radius 108 360 2 22 7 14 2 14 264 28 544 cm answer b sector circle radius 14 cm central angle 108 find perimeter,4,"['Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 108 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 26.4 + 28 = 54.4 cm answer : b # ƫ ng a circle graph shows the radius and height of a right circular sector. the circle circumferences of the circle are 22 cm, 14 cm and 14 cm. find the diameter of the circle?']","(0.7, 3.0)",0.7,3.0,['Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 108 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 26.4 + 28 = 54.4 cm answer : b # ________________________________ the sector of a circle has radius of 14 cm and central angle 108 o. find its perimeter?'],"(0.88, 0.0)",0.88,0.0,category physic perimeter sector length arc 2 radius 108 360 2 22 7 14 2 14 264 28 544 cm answer b ________________________________ sector circle radius 14 cm central angle 108 find perimeter,0.020982245792022135,0.020982245792022135
76,76,441,1891,"calculate the number of bricks , each measuring 25 cm x 15 cm x 8 cm required to construct a wall of dimensions 10 m x 4 cm x 6 m when 10 % of its volume is occupied by mortar ?",explanation : let the number of bricks be ' n ' 10 x 4 / 100 x 6 x 90 / 100 = 25 / 100 x 15 / 100 x 8 / 100 x n 10 x 4 x 6 x 90 = 15 x 2 x n = > n = 720 . answer is a,"a ) 720 , b ) 600 , c ) 660 , d ) 6000 , e ) none of these",a,"divide(multiply(multiply(multiply(10, divide(4, const_100)), 6), subtract(const_1, divide(10, const_100))), multiply(multiply(divide(25, const_100), divide(15, const_100)), divide(8, const_100)))","divide(n4,const_100)|divide(n3,const_100)|divide(n2,const_100)|divide(n0,const_100)|divide(n1,const_100)|multiply(n3,#0)|multiply(#3,#4)|subtract(const_1,#1)|multiply(n5,#5)|multiply(#2,#6)|multiply(#8,#7)|divide(#10,#9)",physics,Category: physics # explanation : let the number of bricks be ' n ' 10 x 4 / 100 x 6 x 90 / 100 = 25 / 100 x 15 / 100 x 8 / 100 x n 10 x 4 x 6 x 90 = 15 x 2 x n = > n = 720 . answer is a # ,"Category: physics # explanation : let the number of bricks be ' n ' 10 x 4 / 100 x 6 x 90 / 100 = 25 / 100 x 15 / 100 x 8 / 100 x n 10 x 4 x 6 x 90 = 15 x 2 x n = > n = 720 . answer is a # calculate the number of bricks , each measuring 25 cm x 15 cm x 8 cm required to construct a wall of dimensions 10 m x 4 cm x 6 m when 10 % of its volume is occupied by mortar ?",category physics explanation let number bricks n 10 x 4 100 x 6 x 90 100 25 100 x 15 100 x 8 100 x n 10 x 4 x 6 x 90 15 x 2 x n n 720 answer calculate number bricks measuring 25 cm x 15 cm x 8 cm required construct wall dimensions 10 x 4 cm x 6 10 volume occupied mortar,4,"[""Category: physics # explanation : let the number of bricks be'n'10 x 4 / 100 x 6 x 90 / 100 = 25 / 100 x 15 / 100 x 8 / 100 x n 10 x 4 x 6 x 90 = 15 x 2 x n = > n = 720. answer is a # ʵ s brick measures 10 meters by 5 meters. each stone slab takes 3 seconds longer to complete the same work. if the total number of bricks required to cover the same work in 3 days is 900, what was the number of bricks required to cover the same work in 1 day?""]","(0.61, 26.0)",0.61,26.0,"[""Category: physics # explanation : let the number of bricks be'n'10 x 4 / 100 x 6 x 90 / 100 = 25 / 100 x 15 / 100 x 8 / 100 x n 10 x 4 x 6 x 90 = 15 x 2 x n = > n = 720. answer is a # ____________________________________________________________ total number of bricks, each measuring 3 consecutive even numbers. and 2 nd term is 9. find the number of bricks needed to make the same numberwe go up one or 2 x 4 = 5.""]","(0.54, 26.0)",0.54,26.0,category physic explanation let number brick ben10 x 4 100 x 6 x 90 100 25 100 x 15 100 x 8 100 x n 10 x 4 x 6 x 90 15 x 2 x n n 720 answer ____________________________________________________________ total number brick measuring 3 consecutive even number 2 nd term 9 find number brick needed make numberwe go one 2 x 4 5,0.6117131657827992,0.6117131657827992
77,77,442,1893,"the lcm and hcf of two numbers are 8 and 48 respectively . if one of them is 24 , find the other ?",hcf x lcm = product of numbers 8 x 48 = 24 x the other number other number = ( 8 x 48 ) / 24 other number = 16 answer : d,"a ) 12 , b ) 14 , c ) 15 , d ) 16 , e ) 20",d,"divide(multiply(8, 48), 24)","multiply(n0,n1)|divide(#0,n2)",physics,Category: physics # hcf x lcm = product of numbers 8 x 48 = 24 x the other number other number = ( 8 x 48 ) / 24 other number = 16 answer : d # ,"Category: physics # hcf x lcm = product of numbers 8 x 48 = 24 x the other number other number = ( 8 x 48 ) / 24 other number = 16 answer : d # the lcm and hcf of two numbers are 8 and 48 respectively . if one of them is 24 , find the other ?",category physics hcf x lcm product numbers 8 x 48 24 x number number 8 x 48 24 number 16 answer lcm hcf two numbers 8 48 respectively one 24 find,4,['Category: physics # hcf x lcm = product of numbers 8 x 48 = 24 x the other number other number = ( 8 x 48 ) / 24 other number = 16 answer : d # ƫ ’ s speed was 12 km / hr and hcf was 4 km / hr. find the distance between hcf and lcm.'],"(0.65, 3.0)",0.65,3.0,['Category: physics # hcf x lcm = product of numbers 8 x 48 = 24 x the other number other number = ( 8 x 48 ) / 24 other number = 16 answer : d # ____________________________________ 99 if the lcm and hcf of 8 and another number is 48. find the other number?'],"(0.68, 3.0)",0.68,3.0,category physic hcf x lcm product number 8 x 48 24 x number number 8 x 48 24 number 16 answer ____________________________________ 99 lcm hcf 8 another number 48 find number,0.08623472446391516,0.08623472446391516
78,78,444,1898,the sum of two consecutive number is 49 . which is the larger number ?,"""let consecutive number be x , x + 1 therefore sum of the consecutive number is x + x + 1 = 49 2 x + 1 = 49 2 x = 48 x = 24 therefore larger number is x + 1 = 25 answer : c""","a ) 42 , b ) 43 , c ) 25 , d ) 45 , e ) 46",c,"add(add(power(add(add(divide(subtract(subtract(49, const_10), const_2), const_4), const_2), const_2), const_2), power(add(add(add(divide(subtract(subtract(49, const_10), const_2), const_4), const_2), const_2), const_2), const_2)), add(power(divide(subtract(subtract(49, const_10), const_2), const_4), const_2), power(add(divide(subtract(subtract(49, const_10), const_2), const_4), const_2), const_2)))","subtract(n0,const_10)|subtract(#0,const_2)|divide(#1,const_4)|add(#2,const_2)|power(#2,const_2)|add(#3,const_2)|power(#3,const_2)|add(#5,const_2)|add(#4,#6)|power(#5,const_2)|power(#7,const_2)|add(#9,#10)|add(#11,#8)|",physics,"Category: physics # let consecutive number be x , x + 1 therefore sum of the consecutive number is x + x + 1 = 49 2 x + 1 = 49 2 x = 48 x = 24 therefore larger number is x + 1 = 25 answer : c # ","Category: physics # let consecutive number be x , x + 1 therefore sum of the consecutive number is x + x + 1 = 49 2 x + 1 = 49 2 x = 48 x = 24 therefore larger number is x + 1 = 25 answer : c # the sum of two consecutive number is 49 . which is the larger number ?",category physics let consecutive number x x 1 therefore sum consecutive number x x 1 49 2 x 1 49 2 x 48 x 24 therefore larger number x 1 25 answer c sum two consecutive number 49 larger number,4,"['Category: physics # let consecutive number be x, x + 1 therefore sum of the consecutive number is x + x + 1 = 49 2 x + 1 = 49 2 x = 48 x = 24 therefore larger number is x + 1 = 25 answer : c # ʼ s friday is a natural number. it is then divided by the sum of the first 25 positive even numbers gives the sum of their squares. what is the larger number?']","(0.75, 1.0)",0.75,1.0,"['Category: physics # let consecutive number be x, x + 1 therefore sum of the consecutive number is x + x + 1 = 49 2 x + 1 = 49 2 x = 48 x = 24 therefore larger number is x + 1 = 25 answer : c #  is the set of positive even integers less than 49, and s is the set of the squares of the integers in r. how many elements does the intersection of r and s contain?']","(0.75, 1.0)",0.75,1.0,category physic let consecutive number x x 1 therefore sum consecutive number x x 1 49 2 x 1 49 2 x 48 x 24 therefore larger number x 1 25 answer c set positive even integer le 49 set square integer r many element intersection r contain,0.01660133732995158,0.01660133732995158
79,79,445,1903,"the angle between the minute hand and the hour hand of a clock when the time is 10.30 , is","""angle between hands of a clock when the minute hand is behind the hour hand , the angle between the two hands at m minutes past h ' o clock = 30 ( h − m / 5 ) + m / 2 degree when the minute hand is ahead of the hour hand , the angle between the two hands at m minutes past h ' o clock = 30 ( m / 5 − h ) − m / 2 degree here h = 10 , m = 30 and minute hand is behind the hour hand . hence the angle = 30 ( h − m / 5 ) + m / 2 = 30 ( 10 − 30 / 5 ) + 30 / 2 = 30 ( 10 − 6 ) + 15 = 30 × 4 + 15 = 135 ° answer is d .""","a ) 35 ° , b ) 65 ° , c ) 45 ° , d ) 135 ° , e ) 95 °",d,"divide(multiply(subtract(multiply(divide(multiply(const_3, const_4), subtract(multiply(const_3, const_4), const_1)), multiply(add(const_4, const_1), subtract(multiply(const_3, const_4), const_1))), divide(const_60, const_2)), subtract(multiply(const_3, const_4), const_1)), const_2)","add(const_1,const_4)|divide(const_60,const_2)|multiply(const_3,const_4)|subtract(#2,const_1)|divide(#2,#3)|multiply(#0,#3)|multiply(#4,#5)|subtract(#6,#1)|multiply(#7,#3)|divide(#8,const_2)|",physics,"Category: physics # angle between hands of a clock when the minute hand is behind the hour hand , the angle between the two hands at m minutes past h ' o clock = 30 ( h − m / 5 ) + m / 2 degree when the minute hand is ahead of the hour hand , the angle between the two hands at m minutes past h ' o clock = 30 ( m / 5 − h ) − m / 2 degree here h = 10 , m = 30 and minute hand is behind the hour hand . hence the angle = 30 ( h − m / 5 ) + m / 2 = 30 ( 10 − 30 / 5 ) + 30 / 2 = 30 ( 10 − 6 ) + 15 = 30 × 4 + 15 = 135 ° answer is d . # ","Category: physics # angle between hands of a clock when the minute hand is behind the hour hand , the angle between the two hands at m minutes past h ' o clock = 30 ( h − m / 5 ) + m / 2 degree when the minute hand is ahead of the hour hand , the angle between the two hands at m minutes past h ' o clock = 30 ( m / 5 − h ) − m / 2 degree here h = 10 , m = 30 and minute hand is behind the hour hand . hence the angle = 30 ( h − m / 5 ) + m / 2 = 30 ( 10 − 30 / 5 ) + 30 / 2 = 30 ( 10 − 6 ) + 15 = 30 × 4 + 15 = 135 ° answer is d . # the angle between the minute hand and the hour hand of a clock when the time is 10.30 , is",category physics angle hands clock minute hand behind hour hand angle two hands minutes past h clock 30 h 5 2 degree minute hand ahead hour hand angle two hands minutes past h clock 30 5 h 2 degree h 10 30 minute hand behind hour hand hence angle 30 h 5 2 30 10 30 5 30 2 30 10 6 15 30 4 15 135 answer angle minute hand hour hand clock time 1030,4,"[""Category: physics # angle between hands of a clock when the minute hand is behind the hour hand, the angle between the two hands at m minutes past h'o clock = 30 ( h − m / 5 ) + m / 2 degree when the minute hand is ahead of the hour hand, the angle between the two hands at m minutes past h'o clock = 30 ( m / 5 − h ) − m / 2 degree here h = 10, m = 30 and minute hand is behind the hour hand. hence the angle = 30 ( h − m / 5 ) + m / 2 = 30 ( 10 − 30 / 5 ) + 30 / 2 = 30 ( 10 − 6 ) + 15 = 30 × 4 + 15 = 135 ° answer is d. # ƫ hand makes a angle between the minute hand and hour hand, then nƫ hands makes a angle between the minute hand and hour hand. if 30 cm represents the angle between the hour hand and the hour hand, what was the angle between the minute hand and hour hand?""]","(0.9, 18.0)",0.9,18.0,"[""Category: physics # angle between hands of a clock when the minute hand is behind the hour hand, the angle between the two hands at m minutes past h'o clock = 30 ( h − m / 5 ) + m / 2 degree when the minute hand is ahead of the hour hand, the angle between the two hands at m minutes past h'o clock = 30 ( m / 5 − h ) − m / 2 degree here h = 10, m = 30 and minute hand is behind the hour hand. hence the angle = 30 ( h − m / 5 ) + m / 2 = 30 ( 10 − 30 / 5 ) + 30 / 2 = 30 ( 10 − 6 ) + 15 = 30 × 4 + 15 = 135 ° answer is d. # ____ 190 ° divided by 190 ° equals 0.5 spheres of their edges. if the pereimeter is 40 ° cms, what is the diameter of each face that has a circumference of 15 cm?""]","(0.86, 21.0)",0.86,21.0,category physic angle hand clock minute hand behind hour hand angle two hand minute past ho clock 30 h 5 2 degree minute hand ahead hour hand angle two hand minute past ho clock 30 5 h 2 degree h 10 30 minute hand behind hour hand hence angle 30 h 5 2 30 10 30 5 30 2 30 10 6 15 30 4 15 135 answer ____ 190 divided 190 equal 05 sphere edge pereimeter 40 cm diameter face circumference 15 cm,0.12520175236338482,0.12520175236338482
80,80,453,1928,"if the perimeter of a rectangular garden is 600 m , its length when its breadth is 120 m is ?","""2 ( l + 120 ) = 600 = > l = 180 m answer : b""","a ) 286 m , b ) 180 m , c ) 200 m , d ) 166 m , e ) 187 m",b,"subtract(divide(600, const_2), 120)","divide(n0,const_2)|subtract(#0,n1)|",physics,Category: physics # 2 ( l + 120 ) = 600 = > l = 180 m answer : b # ,"Category: physics # 2 ( l + 120 ) = 600 = > l = 180 m answer : b # if the perimeter of a rectangular garden is 600 m , its length when its breadth is 120 m is ?",category physics 2 l 120 600 l 180 answer b perimeter rectangular garden 600 length breadth 120,4,"['Category: physics # 2 ( l + 120 ) = 600 = > l = 180 m answer : b # ƫ œ together can do a piece of work in 12 days. he works at it for 10 days and goes away for 10 days. he spends the remaining money for 5 days on house rent and house rent. at the end of the month, he gets a house rent of rs. 1200. what is the house rent per day?']","(0.63, 4.0)",0.63,4.0,['Category: physics # 2 ( l + 120 ) = 600 = > l = 180 m answer : b # ____________________________________________________________ perimeter of a rectangular garden is 600 m. find the cost of fencing the floor by slabs at the rate of rs. 1200 per sq. metre?'],"(0.63, 1.0)",0.63,1.0,category physic 2 l 120 600 l 180 answer b ____________________________________________________________ perimeter rectangular garden 600 find cost fencing floor slab rate r 1200 per sq metre,0.03712243486280839,0.03712243486280839
81,81,454,1929,a cube of side one meter length is cut into small cubes of side 20 cm each . how many such small cubes can be obtained ?,"""along one edge , the number of small cubes that can be cut = 100 / 20 = 5 along each edge 20 cubes can be cut . ( along length , breadth and height ) . total number of small cubes that can be cut = 5 * 5 * 5 = 125 answer : e""","a ) 2878 , b ) 2778 , c ) 1000 , d ) 120 , e ) 125",e,"divide(power(power(20, const_2), const_3), power(20, const_3))","power(n0,const_2)|power(n0,const_3)|power(#0,const_3)|divide(#2,#1)|",physics,"Category: physics # along one edge , the number of small cubes that can be cut = 100 / 20 = 5 along each edge 20 cubes can be cut . ( along length , breadth and height ) . total number of small cubes that can be cut = 5 * 5 * 5 = 125 answer : e # ","Category: physics # along one edge , the number of small cubes that can be cut = 100 / 20 = 5 along each edge 20 cubes can be cut . ( along length , breadth and height ) . total number of small cubes that can be cut = 5 * 5 * 5 = 125 answer : e # a cube of side one meter length is cut into small cubes of side 20 cm each . how many such small cubes can be obtained ?",category physics along one edge number small cubes cut 100 20 5 along edge 20 cubes cut along length breadth height total number small cubes cut 5 5 5 125 answer e cube side one meter length cut small cubes side 20 cm many small cubes obtained,4,"['Category: physics # along one edge, the number of small cubes that can be cut = 100 / 20 = 5 along each edge 20 cubes can be cut. ( along length, breadth and height ). total number of small cubes that can be cut = 5 * 5 * 5 = 125 answer : e # ƫ ng the cube to one edge of a box is 20 cm then how many small cubes will be made?']","(0.77, 0.0)",0.77,0.0,"['Category: physics # along one edge, the number of small cubes that can be cut = 100 / 20 = 5 along each edge 20 cubes can be cut. ( along length, breadth and height ). total number of small cubes that can be cut = 5 * 5 * 5 = 125 answer : e #  is the set of positive even integers less than 20, and s is the set of the squares of the integers in r. how many such small cubes can be obtained?']","(0.72, 1.0)",0.72,1.0,category physic along one edge number small cube cut 100 20 5 along edge 20 cube cut along length breadth height total number small cube cut 5 5 5 125 answer e set positive even integer le 20 set square integer r many small cube obtained,0.00553377910998386,0.00553377910998386
82,82,458,1944,if the wheel is 14 cm then the number of revolutions to cover a distance of 2288 cm is ?,"""2 * 22 / 7 * 14 * x = 2288 = > x = 26 answer : a""","a ) 26 , b ) 28 , c ) 17 , d ) 12 , e ) 88",a,"divide(2288, multiply(multiply(const_2, divide(add(add(multiply(const_3, const_100), multiply(const_1, const_10)), const_4), const_100)), 14))","multiply(const_100,const_3)|multiply(const_1,const_10)|add(#0,#1)|add(#2,const_4)|divide(#3,const_100)|multiply(#4,const_2)|multiply(n0,#5)|divide(n1,#6)|",physics,Category: physics # 2 * 22 / 7 * 14 * x = 2288 = > x = 26 answer : a # ,Category: physics # 2 * 22 / 7 * 14 * x = 2288 = > x = 26 answer : a # if the wheel is 14 cm then the number of revolutions to cover a distance of 2288 cm is ?,category physics 2 22 7 14 x 2288 x 26 answer wheel 14 cm number revolutions cover distance 2288 cm,4,"['Category: physics # 2 * 22 / 7 * 14 * x = 2288 = > x = 26 answer : a # ƫ ng can do a piece of work in 7 days, but the gang goes away after 3 days. it will take them two days to do the work. find the number of days required to do the work?']","(0.61, 2.0)",0.61,2.0,['Category: physics # 2 * 22 / 7 * 14 * x = 2288 = > x = 26 answer : a # ____________________________________ 99 if the wheel is 14 cm then the number of revolutions to cover a distance of 2972 cm is?'],"(0.75, 3.0)",0.75,3.0,category physic 2 22 7 14 x 2288 x 26 answer ____________________________________ 99 wheel 14 cm number revolution cover distance 2972 cm,0.0883098916301591,0.0883098916301591
83,83,460,1955,the height of the wall is 6 times its width and length of the wall is 8 times its height . if the volume of the wall be 36000 cu . m . its width is,"""explanation : let width = x then , height = 6 x and length = 48 x 48 x ã — 6 x ã — x = 36000 x = 5 answer : b""","a ) 4 m , b ) 5 m , c ) 6 m , d ) 7 m , e ) 8 m",b,"power(divide(36000, multiply(multiply(6, 8), 6)), divide(const_1, const_3))","divide(const_1,const_3)|multiply(n0,n1)|multiply(n0,#1)|divide(n2,#2)|power(#3,#0)|",physics,"Category: physics # explanation : let width = x then , height = 6 x and length = 48 x 48 x ã — 6 x ã — x = 36000 x = 5 answer : b # ","Category: physics # explanation : let width = x then , height = 6 x and length = 48 x 48 x ã — 6 x ã — x = 36000 x = 5 answer : b # the height of the wall is 6 times its width and length of the wall is 8 times its height . if the volume of the wall be 36000 cu . m . its width is",category physics explanation let width x height 6 x length 48 x 48 x ã 6 x ã x 36000 x 5 answer b height wall 6 times width length wall 8 times height volume wall 36000 cu width,4,"['Category: physics # explanation : let width = x then, height = 6 x and length = 48 x 48 x ã — 6 x ã — x = 36000 x = 5 answer : b # ƫ ngu is the wall of a rectangular wall of length 48 cm and breadth 48 cm. what will be its length?']","(0.62, 3.0)",0.62,3.0,"[""Category: physics # explanation : let width = x then, height = 6 x and length = 48 x 48 x ã — 6 x ã — x = 36000 x = 5 answer : b # ____________________________________________________________ this'm'and'n'are natural numbers. step 2 : approach the value of x = 3 * pi * r ^ 2 = 4 * pi * pi * 3 = 8 number of spheres = 4 * pi * 1 ^ 2 = 1600 answer : a # a hollow spherical metallic ball rebounds to 4 cm edge. the number of spheres that can be made from melting it hollow. find the number of spheres to cover a distance of 880 cm is?""]","(0.51, 12.0)",0.51,12.0,category physic explanation let width x height 6 x length 48 x 48 x ã 6 x ã x 36000 x 5 answer b ____________________________________________________________ thismandnare natural number step 2 approach value x 3 pi r 2 4 pi pi 3 8 number sphere 4 pi 1 2 1600 answer hollow spherical metallic ball rebound 4 cm edge number sphere made melting hollow find number sphere cover distance 880 cm,0.2847590500345861,0.2847590500345861
