,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Problem,Rationale,options,correct,annotated_formula,linear_formula,category,prompt,text,clean,cluster,gpt_generated,gpt_score,s_gptscore,n_gptscore,generated,score,s_score,n_score,generated_clean,labels,loss
64,64,339,1449,"if a train , travelling at a speed of 90 kmph , crosses a pole in 6 sec , then the length of train is ?","""e e = 90 * 5 / 18 * 6 = 150 m""","a ) 281 m , b ) 112 m , c ) 117 m , d ) 125 m , e ) 150 m",e,"multiply(multiply(90, const_0_2778), 6)","multiply(n0,const_0_2778)|multiply(n1,#0)|",physics,Category: physics # e e = 90 * 5 / 18 * 6 = 150 m # ,"Category: physics # e e = 90 * 5 / 18 * 6 = 150 m # if a train , travelling at a speed of 90 kmph , crosses a pole in 6 sec , then the length of train is ?",category physics e e 90 5 18 6 150 train travelling speed 90 kmph crosses pole 6 sec length train,1,['Category: physics # e e = 90 * 5 / 18 * 6 = 150 m # ƫ at a speed of 90 kmph alongside a railway track is 180 meters ahead of the engine of a 180 meters long train running at a speed of 30 kmph alongside a railway track. what is the speed of the train in kmph?'],"(0.0, 7.0)",0.71,3.0,"['Category: physics # e e = 90 * 5 / 18 * 6 = 150 m # ˆ \x81� 10 s = l + 100........ ( ii ) by ( i ) & ( ii ), we get l = 50 m. answer : b # a train of length 100 m runs at a speed of 45 kmph and crosses a 100 m long platform in 36 seconds. what is the length of the platform?']","(0.59, 6.0)",0.59,6.0,category physic e e 90 5 18 6 150 ˆ x81 10 l 100 ii ii get l 50 answer b train length 100 run speed 45 kmph cross 100 long platform 36 second length platform,0.4748915065096095,0.1842105263157894
65,65,344,1500,a train running at the speed of 162 km / hr crosses a pole in 9 seconds . find the length of the train .,"""speed = 162 * ( 5 / 18 ) m / sec = 45 m / sec length of train ( distance ) = speed * time ( 45 ) * 9 = 405 meter answer : d""","a ) 150 meter , b ) 286 meter , c ) 186 meter , d ) 405 meter , e ) 265 meter",d,"multiply(divide(multiply(162, const_1000), const_3600), 9)","multiply(n0,const_1000)|divide(#0,const_3600)|multiply(n1,#1)|",physics,Category: physics # speed = 162 * ( 5 / 18 ) m / sec = 45 m / sec length of train ( distance ) = speed * time ( 45 ) * 9 = 405 meter answer : d # ,Category: physics # speed = 162 * ( 5 / 18 ) m / sec = 45 m / sec length of train ( distance ) = speed * time ( 45 ) * 9 = 405 meter answer : d # a train running at the speed of 162 km / hr crosses a pole in 9 seconds . find the length of the train .,category physics speed 162 5 18 sec 45 sec length train distance speed time 45 9 405 meter answer train running speed 162 km hr crosses pole 9 seconds find length train,1,['Category: physics # speed = 162 * ( 5 / 18 ) m / sec = 45 m / sec length of train ( distance ) = speed * time ( 45 ) * 9 = 405 meter answer : d # ƫ at the speed of 162 km / hr and 270 km / hr crosses a telegraph post in 9 seconds. what is the length of the train?'],"(0.0, 9.0)",0.76,2.0,"['Category: physics # speed = 162 * ( 5 / 18 ) m / sec = 45 m / sec length of train ( distance ) = speed * time ( 45 ) * 9 = 405 meter answer : d # ƞ t s = 1200 / 120 s = 10 m. answer : b # a 1200 meter long train crosses a tree in 120 seconds. how much time will it take to cross a 3 kilometer long bridge, at the same speed?']","(0.59, 6.0)",0.59,6.0,category physic speed 162 5 18 sec 45 sec length train distance speed time 45 9 405 meter answer ƞ 1200 120 10 answer b 1200 meter long train cross tree 120 second much time take cross 3 kilometer long bridge speed,0.4048357098574086,0.2368421052631578
66,66,352,1526,how long does a train 60 m long travelling at 60 kmph takes to cross a bridge of 80 m in length ?,"""b 16.8 sec d = 60 + 80 = 140 m s = 60 * 5 / 18 = 50 / 3 t = 140 * 3 / 50 = 8.4 sec answer is b""","a ) 5.8 sec , b ) 8.4 sec , c ) 12.4 sec , d ) 6.8 sec , e ) 1.8 sec",b,"divide(add(60, 80), multiply(60, const_0_2778))","add(n0,n2)|multiply(n1,const_0_2778)|divide(#0,#1)|",physics,Category: physics # b 16.8 sec d = 60 + 80 = 140 m s = 60 * 5 / 18 = 50 / 3 t = 140 * 3 / 50 = 8.4 sec answer is b # ,Category: physics # b 16.8 sec d = 60 + 80 = 140 m s = 60 * 5 / 18 = 50 / 3 t = 140 * 3 / 50 = 8.4 sec answer is b # how long does a train 60 m long travelling at 60 kmph takes to cross a bridge of 80 m in length ?,category physics b 168 sec 60 80 140 60 5 18 50 3 140 3 50 84 sec answer b long train 60 long travelling 60 kmph takes cross bridge 80 length,1,['Category: physics # b 16.8 sec d = 60 + 80 = 140 m s = 60 * 5 / 18 = 50 / 3 t = 140 * 3 / 50 = 8.4 sec answer is b # ƫ ng a bicycle in 1 minute. he goes 20 miles per hour and goes 10 miles per hour. how long will it take to go 1 mile at speed?'],"(0.0, 14.0)",0.61,4.0,['Category: physics # b 16.8 sec d = 60 + 80 = 140 m s = 60 * 5 / 18 = 50 / 3 t = 140 * 3 / 50 = 8.4 sec answer is b # ƞ two trains each 60 m in length are running on the same parallel lines in opposite directions with the speed of 60 kmph and 40 kmph respectively. in what time will they cross each other completely?'],"(0.6, 1.0)",0.6,1.0,category physic b 168 sec 60 80 140 60 5 18 50 3 140 3 50 84 sec answer b ƞ two train 60 length running parallel line opposite direction speed 60 kmph 40 kmph respectively time cross completely,0.09423434593924365,0.4210526315789473
67,67,360,1554,two trains are moving in opposite directions with speed of 70 km / hr and 90 km / hr respectively . their lengths are 1.10 km and 0.9 km respectively . the slower train cross the faster train in - - - seconds,"""explanation : relative speed = 70 + 90 = 160 km / hr ( since both trains are moving in opposite directions ) total distance = 1.1 + . 9 = 2 km time = 2 / 160 hr = 1 / 80 hr = 3600 / 80 seconds = = 45 seconds answer : option b""","a ) 56 , b ) 45 , c ) 47 , d ) 26 , e ) 25",b,"multiply(divide(add(1.10, 0.9), add(70, 90)), const_3600)","add(n2,n3)|add(n0,n1)|divide(#0,#1)|multiply(#2,const_3600)|",physics,Category: physics # explanation : relative speed = 70 + 90 = 160 km / hr ( since both trains are moving in opposite directions ) total distance = 1.1 + . 9 = 2 km time = 2 / 160 hr = 1 / 80 hr = 3600 / 80 seconds = = 45 seconds answer : option b # ,Category: physics # explanation : relative speed = 70 + 90 = 160 km / hr ( since both trains are moving in opposite directions ) total distance = 1.1 + . 9 = 2 km time = 2 / 160 hr = 1 / 80 hr = 3600 / 80 seconds = = 45 seconds answer : option b # two trains are moving in opposite directions with speed of 70 km / hr and 90 km / hr respectively . their lengths are 1.10 km and 0.9 km respectively . the slower train cross the faster train in - - - seconds,category physics explanation relative speed 70 90 160 km hr since trains moving opposite directions total distance 11 9 2 km time 2 160 hr 1 80 hr 3600 80 seconds 45 seconds answer option b two trains moving opposite directions speed 70 km hr 90 km hr respectively lengths 110 km 09 km respectively slower train cross faster train seconds,1,['Category: physics # explanation : relative speed = 70 + 90 = 160 km / hr ( since both trains are moving in opposite directions ) total distance = 1.1 +. 9 = 2 km time = 2 / 160 hr = 1 / 80 hr = 3600 / 80 seconds = = 45 seconds answer : option b # т makes a round off your lunch at the rate of 70 kmph and 10 kmph. after how much time will they be clear of each other from the same moment?'],"(0.0, 14.0)",0.68,1.0,['Category: physics # explanation : relative speed = 70 + 90 = 160 km / hr ( since both trains are moving in opposite directions ) total distance = 1.1 +. 9 = 2 km time = 2 / 160 hr = 1 / 80 hr = 3600 / 80 seconds = = 45 seconds answer : option b # ƞ 1000 m long train crosses a tree in 100 seconds. how much time will it take to pass a platform 450 meters long?'],"(0.72, 3.0)",0.72,3.0,category physic explanation relative speed 70 90 160 km hr since train moving opposite direction total distance 11 9 2 km time 2 160 hr 1 80 hr 3600 80 second 45 second answer option b ƞ 1000 long train cross tree 100 second much time take pas platform 450 meter long,0.2851828890266584,0.4473684210526316
68,68,367,1592,how many seconds will a train 150 meters long take to cross a bridge 200 meters long if the speed of the train is 54 kmph ?,d = 150 + 200 = 350 s = 54 * 5 / 18 = 15 mps t = 350 / 15 = 23.3 sec c ) 23.3 sec,"a ) 17 sec , b ) 21 sec , c ) 23.3 sec , d ) 27.5 sec , e ) 29 sec",c,"divide(add(200, 150), multiply(54, const_0_2778))","add(n0,n1)|multiply(n2,const_0_2778)|divide(#0,#1)",physics,Category: physics # d = 150 + 200 = 350 s = 54 * 5 / 18 = 15 mps t = 350 / 15 = 23.3 sec c ) 23.3 sec # ,Category: physics # d = 150 + 200 = 350 s = 54 * 5 / 18 = 15 mps t = 350 / 15 = 23.3 sec c ) 23.3 sec # how many seconds will a train 150 meters long take to cross a bridge 200 meters long if the speed of the train is 54 kmph ?,category physics 150 200 350 54 5 18 15 mps 350 15 233 sec c 233 sec many seconds train 150 meters long take cross bridge 200 meters long speed train 54 kmph,1,"['Category: physics # d = 150 + 200 = 350 s = 54 * 5 / 18 = 15 mps t = 350 / 15 = 23.3 sec c ) 23.3 sec # т leaves his home and runs toward him on the way back. when they arrive, they arrive 10 seconds after the first, and reaches their destinations in 10 seconds. what time will they take to arrive in the store?']","(0.0, 12.0)",0.52,3.0,['Category: physics # d = 150 + 200 = 350 s = 54 * 5 / 18 = 15 mps t = 350 / 15 = 23.3 sec c ) 23.3 sec # ƞ t = 441 sec answer : b # how many seconds will a train 150 meters long take to cross a bridge 200 meters long if the speed of the train is 54 kmph?'],"(0.89, 4.0)",0.89,4.0,category physic 150 200 350 54 5 18 15 mp 350 15 233 sec c 233 sec ƞ 441 sec answer b many second train 150 meter long take cross bridge 200 meter long speed train 54 kmph,0.30564166150030997,0.3684210526315789
69,69,377,1616,a train is 360 meter long is running at a speed of 45 km / hour . in what time will it pass a bridge of 140 meter length .,"""speed = 45 km / hr = 45 * ( 5 / 18 ) m / sec = 25 / 2 m / sec total distance = 360 + 140 = 500 meter time = distance / speed = 500 ∗ 2 / 25 = 40 seconds answer : d""","a ) 20 seconds , b ) 27 seconds , c ) 30 seconds , d ) 40 seconds , e ) 50 seconds",d,"divide(add(360, 140), divide(multiply(45, const_1000), const_3600))","add(n0,n2)|multiply(n1,const_1000)|divide(#1,const_3600)|divide(#0,#2)|",physics,Category: physics # speed = 45 km / hr = 45 * ( 5 / 18 ) m / sec = 25 / 2 m / sec total distance = 360 + 140 = 500 meter time = distance / speed = 500 ∗ 2 / 25 = 40 seconds answer : d # ,Category: physics # speed = 45 km / hr = 45 * ( 5 / 18 ) m / sec = 25 / 2 m / sec total distance = 360 + 140 = 500 meter time = distance / speed = 500 ∗ 2 / 25 = 40 seconds answer : d # a train is 360 meter long is running at a speed of 45 km / hour . in what time will it pass a bridge of 140 meter length .,category physics speed 45 km hr 45 5 18 sec 25 2 sec total distance 360 140 500 meter time distance speed 500 2 25 40 seconds answer train 360 meter long running speed 45 km hour time pass bridge 140 meter length,1,['Category: physics # speed = 45 km / hr = 45 * ( 5 / 18 ) m / sec = 25 / 2 m / sec total distance = 360 + 140 = 500 meter time = distance / speed = 500 ∗ 2 / 25 = 40 seconds answer : d # ƫ ng at 9 kmph alongside a railway track is 360 meters ahead of the engine of a 120 metre long train running in 45 kmph. in how much time will the train pass the jogger?'],"(0.0, 16.0)",0.68,4.0,['Category: physics # speed = 45 km / hr = 45 * ( 5 / 18 ) m / sec = 25 / 2 m / sec total distance = 360 + 140 = 500 meter time = distance / speed = 500 ∗ 2 / 25 = 40 seconds answer : d # ƞ or x = 500 meter answer : a train is 360 meter long is running at a speed of 45 km / hour. in what time will it pass a bridge of 140 meter length?'],"(0.91, 4.0)",0.91,4.0,category physic speed 45 km hr 45 5 18 sec 25 2 sec total distance 360 140 500 meter time distance speed 500 2 25 40 second answer ƞ x 500 meter answer train 360 meter long running speed 45 km hour time pas bridge 140 meter length,0.30688158710477376,0.4210526315789473
70,70,379,1620,a train 120 m long is running with a speed of 62 kmph . in what time will it pass a man who is running at 8 kmph in the same direction in which the train is going,"""explanation : speed of the train relative to man = ( 62 - 8 ) kmph = ( 54 × 5 / 18 ) m / sec = 15 m / sec time taken by the train to cross the man = time taken by it to cover 120 m at 15 m / sec = 120 × 1 / 15 sec = 8 sec answer : option d""","a ) 5 sec , b ) 6 sec , c ) 7 sec , d ) 8 sec , e ) 9 sec",d,"divide(120, multiply(add(62, 8), const_0_2778))","add(n1,n2)|multiply(#0,const_0_2778)|divide(n0,#1)|",physics,Category: physics # explanation : speed of the train relative to man = ( 62 - 8 ) kmph = ( 54 × 5 / 18 ) m / sec = 15 m / sec time taken by the train to cross the man = time taken by it to cover 120 m at 15 m / sec = 120 × 1 / 15 sec = 8 sec answer : option d # ,Category: physics # explanation : speed of the train relative to man = ( 62 - 8 ) kmph = ( 54 × 5 / 18 ) m / sec = 15 m / sec time taken by the train to cross the man = time taken by it to cover 120 m at 15 m / sec = 120 × 1 / 15 sec = 8 sec answer : option d # a train 120 m long is running with a speed of 62 kmph . in what time will it pass a man who is running at 8 kmph in the same direction in which the train is going,category physics explanation speed train relative man 62 8 kmph 54 5 18 sec 15 sec time taken train cross man time taken cover 120 15 sec 120 1 15 sec 8 sec answer option train 120 long running speed 62 kmph time pass man running 8 kmph direction train going,1,['Category: physics # explanation : speed of the train relative to man = ( 62 - 8 ) kmph = ( 54 × 5 / 18 ) m / sec = 15 m / sec time taken by the train to cross the man = time taken by it to cover 120 m at 15 m / sec = 120 × 1 / 15 sec = 8 sec answer : option d # т started a 120 metre long train running at a speed of 52 kmph alongside a railway track in 3 hr. the length of the train is?'],"(0.0, 15.0)",0.73,2.0,['Category: physics # explanation : speed of the train relative to man = ( 62 - 8 ) kmph = ( 54 × 5 / 18 ) m / sec = 15 m / sec time taken by the train to cross the man = time taken by it to cover 120 m at 15 m / sec = 120 × 1 / 15 sec = 8 sec answer : option d # ƞ 300 m long train crosses a tree in 7 seconds. what is the speed of the train?'],"(0.83, 3.0)",0.83,3.0,category physic explanation speed train relative man 62 8 kmph 54 5 18 sec 15 sec time taken train cross man time taken cover 120 15 sec 120 1 15 sec 8 sec answer option ƞ 300 long train cross tree 7 second speed train,0.23372597644141352,0.3947368421052631
71,71,382,1641,"a train of 40 carriages , each of 60 meters length , when an engine also of 60 meters length is running at a speed of 60 kmph . in what time will the train cross a bridge 1.5 km long ?",d = 40 * 60 + 1500 = 3900 m t = 3900 / 60 * 18 / 5 = 234 sec = 3.9 mins answer : d,"a ) 6 , b ) 3 , c ) 4 , d ) 3.9 , e ) 3.6",d,"add(divide(multiply(add(40, const_1), 60), const_1000), 1.5)","add(n0,const_1)|multiply(n1,#0)|divide(#1,const_1000)|add(n4,#2)",physics,Category: physics # d = 40 * 60 + 1500 = 3900 m t = 3900 / 60 * 18 / 5 = 234 sec = 3.9 mins answer : d # ,"Category: physics # d = 40 * 60 + 1500 = 3900 m t = 3900 / 60 * 18 / 5 = 234 sec = 3.9 mins answer : d # a train of 40 carriages , each of 60 meters length , when an engine also of 60 meters length is running at a speed of 60 kmph . in what time will the train cross a bridge 1.5 km long ?",category physics 40 60 1500 3900 3900 60 18 5 234 sec 39 mins answer train 40 carriages 60 meters length engine also 60 meters length running speed 60 kmph time train cross bridge 15 km long,1,"['Category: physics # d = 40 * 60 + 1500 = 3900 m t = 3900 / 60 * 18 / 5 = 234 sec = 3.9 mins answer : d # т leaves his home at 4 pm. he drives to the airport and spends rs. 1200 per hour. if the distance to come back is 20 miles at the end of every hour, he will have returned to the airport. how much time will it take for him to drive to the airport?']","(0.0, 13.0)",0.4,4.0,['Category: physics # d = 40 * 60 + 1500 = 3900 m t = 3900 / 60 * 18 / 5 = 234 sec = 3.9 mins answer : d # ƞ orm crosses a 300 m long street in 40 minutes. what is the speed of train?'],"(0.77, 4.0)",0.77,4.0,category physic 40 60 1500 3900 3900 60 18 5 234 sec 39 min answer ƞ orm cross 300 long street 40 minute speed train,0.34965902045877245,0.3947368421052631
72,72,392,1679,"if a train , travelling at a speed of 180 kmph , crosses a pole in 6 sec , then the length of train is ?",d = 180 * 5 / 18 * 6 = 300 m answer : a,"a ) 300 , b ) 125 , c ) 288 , d ) 266 , e ) 121",a,"multiply(multiply(180, const_0_2778), 6)","multiply(n0,const_0_2778)|multiply(n1,#0)",physics,Category: physics # d = 180 * 5 / 18 * 6 = 300 m answer : a # ,"Category: physics # d = 180 * 5 / 18 * 6 = 300 m answer : a # if a train , travelling at a speed of 180 kmph , crosses a pole in 6 sec , then the length of train is ?",category physics 180 5 18 6 300 answer train travelling speed 180 kmph crosses pole 6 sec length train,1,['Category: physics # d = 180 * 5 / 18 * 6 = 300 m answer : a # ƫ ngat post is 180 meters ahead of the train. it goes 180 meters in 9 seconds and takes 12 seconds to pass the man. the length of the train is?'],"(0.0, 7.0)",0.62,3.0,"['Category: physics # d = 180 * 5 / 18 * 6 = 300 m answer : a # ƞ orm in 6 s. if the two trains cover a distance d seconds, then train x travels ( 3 / 7 ) * d while train y travels ( 5 / 7 ) * d. if the trains travel 140 km to the meeting point, then train x travels ( 3 / 7 ) * 140 = 60 km. the answer is d. # two trains start simultaneously from opposite ends of a 140 - km route and travel toward each other on parallel tracks. train x, traveling at a constant rate, completes the 140 - km trip in 4 hours. train y, travelling at a constant rate, completes the 140 - km trip in 3 hours. how many kilometers had train x traveled when it met train y?']","(0.56, 15.0)",0.56,15.0,category physic 180 5 18 6 300 answer ƞ orm 6 two train cover distance second train x travel 3 7 train travel 5 7 train travel 140 km meeting point train x travel 3 7 140 60 km answer two train start simultaneously opposite end 140 km route travel toward parallel track train x traveling constant rate completes 140 km trip 4 hour train travelling constant rate completes 140 km trip 3 hour many kilometer train x traveled met train,0.9429634221946684,0.1842105263157894
73,73,402,1707,a train running at the speed of 60 km / hr crosses a pole in 6 seconds . find the length of the train .,""": speed = 60 * ( 5 / 18 ) m / sec = 50 / 3 m / sec length of train ( distance ) = speed * time ( 50 / 3 ) * 6 = 100 meter answer : c""","a ) 150 , b ) 278 , c ) 100 , d ) 776 , e ) 191",c,"multiply(divide(multiply(60, const_1000), const_3600), 6)","multiply(n0,const_1000)|divide(#0,const_3600)|multiply(n1,#1)|",physics,Category: physics # : speed = 60 * ( 5 / 18 ) m / sec = 50 / 3 m / sec length of train ( distance ) = speed * time ( 50 / 3 ) * 6 = 100 meter answer : c # ,Category: physics # : speed = 60 * ( 5 / 18 ) m / sec = 50 / 3 m / sec length of train ( distance ) = speed * time ( 50 / 3 ) * 6 = 100 meter answer : c # a train running at the speed of 60 km / hr crosses a pole in 6 seconds . find the length of the train .,category physics speed 60 5 18 sec 50 3 sec length train distance speed time 50 3 6 100 meter answer c train running speed 60 km hr crosses pole 6 seconds find length train,1,"['Category: physics # : speed = 60 * ( 5 / 18 ) m / sec = 50 / 3 m / sec length of train ( distance ) = speed * time ( 50 / 3 ) * 6 = 100 meter answer : c # т likes to buy t - shirts at the rate of 60 kmph. she buys 3 t - shirts for $ 10.00 per pair. she spends 1.00 per pair for 6.00 per pair and spends 1.00 per pair. she spends 1.00 on one sock and spends 1.00 on all pairs for 3.00 per pair. what is the total cost she spends, excluding taxes?']","(0.0, 11.0)",0.67,1.0,['Category: physics # : speed = 60 * ( 5 / 18 ) m / sec = 50 / 3 m / sec length of train ( distance ) = speed * time ( 50 / 3 ) * 6 = 100 meter answer : c # ƞ t = 40 * 100 / 3 = 48 sec answer : b # a train running at the speed of 60 km / hr crosses a pole in 6 seconds. find the length of the train?'],"(0.84, 6.0)",0.84,6.0,category physic speed 60 5 18 sec 50 3 sec length train distance speed time 50 3 6 100 meter answer c ƞ 40 100 3 48 sec answer b train running speed 60 km hr cross pole 6 second find length train,0.4283942963422195,0.2894736842105263
74,74,407,1727,two trains are moving in opposite directions at 60 km / hr and 90 km / hr . their lengths are 1.10 km and 1.9 km respectively . the time taken by the slower train to cross the faster train in seconds is ?,"""relative speed = 60 + 90 = 150 km / hr . = 150 * 5 / 18 = 125 / 3 m / sec . distance covered = 1.10 + 1.9 = 3 km = 3000 m . required time = 3000 * 3 / 125 = 72 sec . answer : b""","a ) 99 , b ) 72 , c ) 48 , d ) 96 , e ) 22",b,"subtract(divide(multiply(1.10, const_1000), divide(multiply(60, const_1000), const_3600)), divide(multiply(1.9, const_1000), divide(multiply(90, const_1000), const_3600)))","multiply(n2,const_1000)|multiply(n0,const_1000)|multiply(n3,const_1000)|multiply(n1,const_1000)|divide(#1,const_3600)|divide(#3,const_3600)|divide(#0,#4)|divide(#2,#5)|subtract(#6,#7)|",physics,Category: physics # relative speed = 60 + 90 = 150 km / hr . = 150 * 5 / 18 = 125 / 3 m / sec . distance covered = 1.10 + 1.9 = 3 km = 3000 m . required time = 3000 * 3 / 125 = 72 sec . answer : b # ,Category: physics # relative speed = 60 + 90 = 150 km / hr . = 150 * 5 / 18 = 125 / 3 m / sec . distance covered = 1.10 + 1.9 = 3 km = 3000 m . required time = 3000 * 3 / 125 = 72 sec . answer : b # two trains are moving in opposite directions at 60 km / hr and 90 km / hr . their lengths are 1.10 km and 1.9 km respectively . the time taken by the slower train to cross the faster train in seconds is ?,category physics relative speed 60 90 150 km hr 150 5 18 125 3 sec distance covered 110 19 3 km 3000 required time 3000 3 125 72 sec answer b two trains moving opposite directions 60 km hr 90 km hr lengths 110 km 19 km respectively time taken slower train cross faster train seconds,1,"['Category: physics # relative speed = 60 + 90 = 150 km / hr. = 150 * 5 / 18 = 125 / 3 m / sec. distance covered = 1.10 + 1.9 = 3 km = 3000 m. required time = 3000 * 3 / 125 = 72 sec. answer : b # т is sitting 10 minutes later than usual. he is traveling at a speed of 60 km / h. if his usual speed is 60 km / h, what time will he take to arrive at the usual time?']","(0.0, 16.0)",0.58,3.0,['Category: physics # relative speed = 60 + 90 = 150 km / hr. = 150 * 5 / 18 = 125 / 3 m / sec. distance covered = 1.10 + 1.9 = 3 km = 3000 m. required time = 3000 * 3 / 125 = 72 sec. answer : b # ˆ \x81 „ two trains are moving in opposite directions at 60 km / hr and 90 km / hr. their lengths are 1.10 km and 1.9 km respectively. the time taken by the slower train to cross the faster train in seconds is?'],"(0.98, 0.0)",0.98,0.0,category physic relative speed 60 90 150 km hr 150 5 18 125 3 sec distance covered 110 19 3 km 3000 required time 3000 3 125 72 sec answer b ˆ x81 two train moving opposite direction 60 km hr 90 km hr length 110 km 19 km respectively time taken slower train cross faster train second,0.06075635461872288,0.5263157894736842
75,75,410,1737,two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a girl sitting at window seat in the slower train in 32 seconds . find the length of the faster train ?,"""explanation : relative speed = ( 72 - 36 ) x 5 / 18 = 2 x 5 = 10 mps . distance covered in 32 sec = 32 x 10 = 320 m . the length of the faster train = 320 m . answer is d""","a ) 170 m , b ) 100 m , c ) 270 m , d ) 320 m , e ) 350 m",d,"multiply(divide(subtract(72, 36), const_3_6), 32)","subtract(n0,n1)|divide(#0,const_3_6)|multiply(n2,#1)|",physics,Category: physics # explanation : relative speed = ( 72 - 36 ) x 5 / 18 = 2 x 5 = 10 mps . distance covered in 32 sec = 32 x 10 = 320 m . the length of the faster train = 320 m . answer is d # ,Category: physics # explanation : relative speed = ( 72 - 36 ) x 5 / 18 = 2 x 5 = 10 mps . distance covered in 32 sec = 32 x 10 = 320 m . the length of the faster train = 320 m . answer is d # two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a girl sitting at window seat in the slower train in 32 seconds . find the length of the faster train ?,category physics explanation relative speed 72 36 x 5 18 2 x 5 10 mps distance covered 32 sec 32 x 10 320 length faster train 320 answer two trains moving direction 72 kmph 36 kmph faster train crosses girl sitting window seat slower train 32 seconds find length faster train,1,['Category: physics # explanation : relative speed = ( 72 - 36 ) x 5 / 18 = 2 x 5 = 10 mps. distance covered in 32 sec = 32 x 10 = 320 m. the length of the faster train = 320 m. answer is d # т runs around a circular track. he runs at the speed of 72 kmph and reaches the same point in 28 sec. what is the length of the faster train?'],"(0.0, 15.0)",0.6,2.0,['Category: physics # explanation : relative speed = ( 72 - 36 ) x 5 / 18 = 2 x 5 = 10 mps. distance covered in 32 sec = 32 x 10 = 320 m. the length of the faster train = 320 m. answer is d # ƞ two trains are moving in the same direction at 72 kmph and 36 kmph. the faster train crosses a man in the slower train in 32 seconds. find the length of the faster train?'],"(0.82, 0.0)",0.82,0.0,category physic explanation relative speed 72 36 x 5 18 2 x 5 10 mp distance covered 32 sec 32 x 10 320 length faster train 320 answer ƞ two train moving direction 72 kmph 36 kmph faster train cross man slower train 32 second find length faster train,0.047117172969621826,0.3947368421052631
76,76,411,1746,a train passes a station platform in 32 sec and a man standing on the platform in 20 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?,"""speed = 54 * 5 / 18 = 15 m / sec . length of the train = 15 * 20 = 300 m . let the length of the platform be x m . then , ( x + 300 ) / 32 = 15 = > x = 180 m . answer : e""","a ) 228 , b ) 240 , c ) 887 , d ) 166 , e ) 180",e,"multiply(20, multiply(54, const_0_2778))","multiply(n2,const_0_2778)|multiply(n1,#0)|",physics,"Category: physics # speed = 54 * 5 / 18 = 15 m / sec . length of the train = 15 * 20 = 300 m . let the length of the platform be x m . then , ( x + 300 ) / 32 = 15 = > x = 180 m . answer : e # ","Category: physics # speed = 54 * 5 / 18 = 15 m / sec . length of the train = 15 * 20 = 300 m . let the length of the platform be x m . then , ( x + 300 ) / 32 = 15 = > x = 180 m . answer : e # a train passes a station platform in 32 sec and a man standing on the platform in 20 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?",category physics speed 54 5 18 15 sec length train 15 20 300 let length platform x x 300 32 15 x 180 answer e train passes station platform 32 sec man standing platform 20 sec speed train 54 km hr length platform,1,"['Category: physics # speed = 54 * 5 / 18 = 15 m / sec. length of the train = 15 * 20 = 300 m. let the length of the platform be x m. then, ( x + 300 ) / 32 = 15 = > x = 180 m. answer : e # т passes a man standing on the platform in 32 seconds and a man standing on the platform in 20 seconds. if the speed of the train is 54 km / hr, then the length of the platform is?']","(0.0, 14.0)",0.8,0.0,"['Category: physics # speed = 54 * 5 / 18 = 15 m / sec. length of the train = 15 * 20 = 300 m. let the length of the platform be x m. then, ( x + 300 ) / 32 = 15 = > x = 180 m. answer : e # ˆ ¨ x = 320 m. answer : a train passes a station platform in 32 seconds. the length of the train is?']","(0.65, 3.0)",0.65,3.0,category physic speed 54 5 18 15 sec length train 15 20 300 let length platform x x 300 32 15 x 180 answer e ˆ x 320 answer train pass station platform 32 second length train,0.23558586484810912,0.3684210526315789
